classified.type,classified.subtype,classified.price,classified.transactionType,classified.zip,classified.kitchen.type,NOTRclassified.building.constructionYear,classified.building.condition,NOTRclassified.energy.heatingType,NOTRclassified.certificates.primaryEnergyConsumptionLevel,classified.bedroom.count,classified.land.surface,classified.atticExists,classified.outdoor.garden.surface,classified.outdoor.terrace.exists,classified.wellnessEquipment.hasSwimmingPool,classified.parking.parkingSpaceCount.indoor
house,mansion,425000,for sale,9620,None,None,to renovate,None,697,5,637,0,None,0,0,None
house,house,268000,for sale,9500,semi equipped,1960,to renovate,fueloil,528,4,1913,1,1500,1,0,1
house,house,169000,for sale,7000,installed,1874,None,gas,243,2,260,0,None,1,0,None
house,apartment block,572000,for sale,1080,not installed,1930,to renovate,gas,655,4,130,1,None,0,0,None
house,apartment block,572000,for sale,1080,not installed,1930,to renovate,gas,655,4,130,1,None,0,0,None
house,apartment block,575000,for sale,1080,not installed,1930,to renovate,None,1108,3,140,1,30,0,0,None
house,apartment block,575000,for sale,1080,not installed,1930,to renovate,None,1108,3,140,1,30,0,0,None
house,apartment block,550000,for sale,1080,None,1930,to renovate,None,933,2,114,1,None,0,0,None
house,apartment block,550000,for sale,1080,None,1930,to renovate,None,933,2,114,1,None,0,0,None
house,farmhouse,239000,for sale,4590,semi equipped,1890,good,pellet,610,3,1350,0,None,1,0,None
house,farmhouse,229000,for sale,4590,semi equipped,1890,good,fueloil,610,2,1365,0,None,1,0,None
house,house,449000,for sale,2600,hyper equipped,1929,just renovated,gas,143,2,122,0,30,1,0,None
house,house,415000,for sale,6700,None,1930,good,fueloil,442,3,220,0,None,1,0,None
house,house,355000,for sale,2800,hyper equipped,1950,good,gas,None,3,155,1,36,1,0,None
house,house,195000,for sale,8840,None,1958,to restore,gas,332,3,374,1,219,1,0,2
house,house,249000,for sale,9000,installed,1961,as new,gas,195,1,40,0,None,1,0,None
house,villa,850000,for sale,8560,installed,1999,good,gas,163,5,1828,0,None,0,0,2
house,country cottage,325000,for sale,9700,None,None,to renovate,fueloil,314,3,1442,0,None,1,0,None
house,country cottage,325000,for sale,9700,None,None,to renovate,fueloil,314,3,1442,0,None,1,0,None
house,house,249000,for sale,8870,None,None,just renovated,gas,467,4,213,0,None,1,0,1
house,house,365000,for sale,8840,usa installed,2006,as new,gas,180,4,501,0,None,1,0,1
house,villa,589000,for sale,2960,installed,2002,None,gas,189,4,1215,0,None,0,0,1
house,house,310000,for sale,8450,usa hyper equipped,None,as new,gas,236,4,152,1,None,1,0,None
house,house,345000,for sale,9660,hyper equipped,None,good,gas,None,3,2200,1,1900,0,0,5
house,house,345000,for sale,9660,hyper equipped,None,good,gas,None,3,2200,1,1900,0,0,5
house,house,349000,for sale,2490,installed,None,just renovated,gas,230,4,490,0,None,0,0,None
house,house,349000,for sale,2490,installed,None,just renovated,gas,230,4,490,0,None,0,0,None
house,house,249000,for sale,5140,semi equipped,None,None,fueloil,222,4,639,0,450,1,0,None
house,house,265000,for sale,7020,installed,1980,None,fueloil,164,4,587,0,None,0,0,1
house,house,359000,for sale,8310,usa hyper equipped,None,as new,None,189,3,168,0,None,0,0,None
house,house,335000,for sale,8310,installed,None,just renovated,gas,142,3,154,0,None,0,0,None
house,house,335000,for sale,8310,installed,None,just renovated,gas,142,3,154,0,None,0,0,None
house,house,359000,for sale,8310,usa hyper equipped,None,as new,None,189,3,168,0,None,0,0,None
house,house,339000,for sale,1500,installed,1935,as new,gas,326,4,202,0,None,0,0,None
house,house,339000,for sale,1502,installed,1935,as new,gas,326,4,202,0,None,0,0,None
house,house,790000,for sale,7500,None,1994,None,gas,289,5,2457,0,None,0,1,1
house,house,369000,for sale,1140,semi equipped,1932,to renovate,gas,510,3,200,0,88,1,0,None
house,house,269000,for sale,4218,installed,None,good,fueloil,389,3,711,0,596,1,0,1
house,house,225000,for sale,3010,installed,1935,just renovated,None,217,3,85,0,None,1,0,None
house,villa,2490000,for sale,1420,None,1969,as new,fueloil,289,7,11472,0,None,1,0,4
house,house,175000,for sale,1480,semi equipped,None,to be done up,gas,352,2,97,1,None,0,0,None
house,house,309000,for sale,7730,installed,None,good,gas,390,3,450,1,265,1,0,1
house,exceptional property,490000,for sale,5372,hyper equipped,1982,as new,pellet,415,4,4890,0,4890,1,0,None
house,apartment block,215000,for sale,4052,None,1930,to renovate,fueloil,499,6,473,0,None,0,0,None
house,apartment block,215000,for sale,4052,None,1930,to renovate,fueloil,499,6,473,0,None,0,0,None
house,house,395000,for sale,1410,hyper equipped,None,as new,gas,290,3,131,0,None,1,0,None
house,house,215000,for sale,4052,not installed,1930,to renovate,fueloil,499,6,473,0,None,0,0,None
house,house,215000,for sale,4052,not installed,1930,to renovate,fueloil,499,6,473,0,None,0,0,None
house,house,525000,for sale,9990,installed,2018,good,gas,None,3,846,0,None,1,0,None
house,house,297500,for sale,1420,installed,None,good,electric,553,3,59,1,None,1,0,1
house,house,297500,for sale,1420,installed,None,good,electric,553,3,59,1,None,1,0,1
house,apartment block,210000,for sale,4610,None,None,good,gas,506,4,180,0,None,1,0,4
house,apartment block,210000,for sale,4610,None,None,good,gas,506,4,180,0,None,1,0,4
house,house,210000,for sale,4610,None,None,good,gas,506,4,180,0,None,1,0,4
house,house,210000,for sale,4610,None,None,good,gas,506,4,180,0,None,1,0,4
house,house,585000,for sale,1310,hyper equipped,2005,as new,gas,186,4,145,0,None,1,0,1
house,apartment block,1250000,for sale,9000,None,None,good,gas,241,8,87,0,None,0,0,None
house,apartment block,1250000,for sale,9000,None,None,good,gas,241,8,87,0,None,0,0,None
house,house,295000,for sale,9688,None,2006,good,None,247,3,9832,0,None,0,0,1
house,house,400000,for sale,3012,installed,2012,as new,gas,131,4,517,1,None,1,0,1
house,farmhouse,140000,for sale,9400,None,None,to renovate,None,1236,1,4425,0,None,0,0,None
house,house,155000,for sale,6600,semi equipped,None,as new,gas,306,2,0,0,None,1,0,None
house,house,980000,for sale,1653,installed,1961,good,gas,290,4,4110,0,None,1,0,3
house,house,307500,for sale,9111,None,1978,None,None,465,3,209,0,None,0,0,None
house,house,199000,for sale,8000,None,None,to renovate,None,None,2,54,0,None,0,0,None
house,house,245000,for sale,9450,None,1933,good,None,304,2,390,0,None,1,0,1
house,house,219000,for sale,8480,installed,None,None,gas,290,4,340,0,None,0,0,None
house,villa,420000,for sale,1430,installed,None,good,gas,229,4,1410,0,None,1,0,1
house,town house,193000,for sale,4000,installed,None,to be done up,gas,None,3,320,0,240,1,0,None
house,house,280000,for sale,4920,not installed,None,to renovate,wood,None,3,3996,1,3692,0,0,1
house,house,280000,for sale,4920,not installed,None,to renovate,wood,None,3,3996,1,3692,0,0,1
house,bungalow,365000,for sale,3090,semi equipped,1973,to renovate,gas,374,2,467,0,150,0,0,1
house,house,1950000,for sale,1380,hyper equipped,1973,as new,fueloil,290,5,6990,0,6500,1,1,2
house,house,349000,for sale,2540,None,1938,None,None,474,5,188,1,None,0,0,None
house,house,199000,for sale,7170,installed,None,None,gas,327,2,403,0,None,1,0,None
house,apartment block,249000,for sale,4020,None,None,good,electric,352,4,49,0,None,0,0,None
house,apartment block,249000,for sale,4020,None,None,good,electric,352,4,49,0,None,0,0,None
house,house,175000,for sale,3018,None,1972,to be done up,fueloil,435,3,276,0,None,0,0,1
house,bungalow,165000,for sale,3018,installed,1972,to renovate,fueloil,437,3,292,0,None,0,0,1
house,bungalow,165000,for sale,3018,installed,1972,to renovate,fueloil,437,3,292,0,None,0,0,1
house,house,50000,for sale,4340,None,None,to renovate,gas,494,2,221,0,None,0,0,None
house,house,50000,for sale,4340,None,None,to renovate,gas,494,2,221,0,None,0,0,None
house,house,299000,for sale,8000,installed,None,as new,None,363,3,94,1,None,1,0,None
house,house,330000,for sale,7160,installed,None,good,electric,397,3,1000,0,None,1,0,1
house,house,99000,for sale,5651,installed,None,to be done up,electric,827,2,0,1,None,1,0,None
house,house,199000,for sale,4540,None,None,None,None,674,2,385,0,None,0,0,None
house,house,199000,for sale,4540,None,None,None,None,674,2,385,0,None,0,0,None
house,apartment block,799000,for sale,1030,installed,1909,good,gas,302,6,120,0,None,1,0,None
house,apartment block,825000,for sale,9000,hyper equipped,None,just renovated,gas,None,3,61,0,None,0,0,None
house,apartment block,900000,for sale,9030,installed,None,to restore,gas,None,6,184,0,None,1,0,None
house,apartment block,900000,for sale,9030,installed,None,to restore,gas,None,6,184,0,None,1,0,None
house,house,600000,for sale,9000,installed,2021,None,None,None,3,6579,0,31,1,0,None
house,apartment block,575000,for sale,9030,installed,None,to restore,gas,None,6,184,0,None,1,0,None
house,apartment block,575000,for sale,9030,installed,None,to restore,gas,None,6,184,0,None,1,0,None
house,house,1050000,for sale,9000,semi equipped,None,to restore,gas,None,3,56,0,None,1,0,None
house,mixed use building,900000,for sale,9030,installed,None,to restore,gas,None,6,184,0,None,1,0,None
house,house,349000,for sale,9870,installed,1982,None,None,231,5,452,0,None,1,0,1
house,town house,408000,for sale,9185,installed,2009,as new,gas,224,3,362,0,158,0,0,None
house,house,249500,for sale,8540,installed,1966,good,None,347,3,300,0,None,1,0,None
house,house,280000,for sale,8551,installed,None,None,None,None,3,411,0,None,1,0,1
house,house,150000,for sale,7080,None,None,to be done up,gas,660,2,369,0,None,1,0,1
house,house,585000,for sale,8380,None,1875,None,None,293,3,461,0,None,1,0,None
house,house,199000,for sale,9550,installed,None,to be done up,pellet,492,4,197,0,None,0,0,1
house,house,255000,for sale,9300,None,None,just renovated,None,261,4,110,0,None,0,0,None
house,house,255000,for sale,9300,None,None,just renovated,None,261,4,110,0,None,0,0,None
house,house,139000,for sale,9300,installed,None,to renovate,None,524,2,69,0,None,0,0,None
house,house,139000,for sale,9300,installed,None,to renovate,None,524,2,69,0,None,0,0,None
house,villa,600000,for sale,9600,None,2021,None,None,None,3,756,0,None,1,0,None
house,mixed use building,325000,for sale,9700,None,None,to renovate,fueloil,314,3,1442,0,None,1,0,None
house,house,199900,for sale,8370,None,1946,to be done up,None,376,3,86,0,None,1,0,None
house,house,225000,for sale,8647,None,None,to renovate,None,582,5,464,0,None,0,0,1
house,house,649000,for sale,1640,hyper equipped,1979,as new,gas,278,3,1479,1,None,0,0,1
house,house,510000,for sale,9250,installed,1999,as new,electric,411,3,1016,0,1016,0,0,1
house,house,299000,for sale,8470,None,2001,as new,None,264,3,425,0,None,1,0,1
house,house,299000,for sale,4000,hyper equipped,None,as new,gas,270,3,90,0,None,1,0,None
house,house,340000,for sale,9200,hyper equipped,None,as new,gas,250,3,256,1,80,1,0,None
house,house,340000,for sale,9200,hyper equipped,None,as new,gas,250,3,256,1,80,1,0,None
house,house,259000,for sale,9300,hyper equipped,None,as new,gas,209,3,170,1,50,1,0,None
house,house,259000,for sale,9300,hyper equipped,None,as new,gas,209,3,170,1,50,1,0,None
house,house,159000,for sale,9300,semi equipped,1899,good,gas,503,2,282,1,None,1,0,None
house,house,137000,for sale,4860,None,None,to renovate,gas,313,4,602,1,602,1,0,1
house,house,170000,for sale,7600,None,None,to restore,fueloil,647,3,3310,1,2700,1,0,2
house,mixed use building,2450000,for sale,3300,None,1880,good,gas,None,0,1600,1,None,1,0,None
house,mixed use building,1700000,for sale,3300,None,1880,good,gas,None,0,1070,1,120,1,0,None
house,mixed use building,750000,for sale,3300,None,1880,good,gas,None,0,530,1,None,1,0,None
house,exceptional property,1185000,for sale,1541,hyper equipped,2008,as new,gas,199,4,1254,0,1000,1,1,2
house,exceptional property,1185000,for sale,1540,hyper equipped,2008,as new,gas,199,4,1254,0,1000,1,1,2
house,house,129000,for sale,6000,installed,None,as new,gas,484,2,80,1,None,0,0,None
house,house,129000,for sale,6000,installed,None,as new,gas,484,2,80,1,None,0,0,None
house,house,735000,for sale,2100,installed,None,good,gas,319,6,195,0,None,1,0,22
house,house,315000,for sale,1440,hyper equipped,1960,to be done up,gas,412,3,500,0,225,1,0,None
house,house,315000,for sale,1440,hyper equipped,1960,to be done up,gas,412,3,500,0,225,1,0,None
house,bungalow,299000,for sale,9400,installed,None,good,gas,478,3,750,1,750,1,0,1
house,bungalow,299000,for sale,9400,installed,None,good,gas,478,3,750,1,750,1,0,1
house,house,275000,for sale,9450,semi equipped,1955,to renovate,fueloil,356,4,771,1,771,1,0,1
house,house,275000,for sale,9450,semi equipped,1955,to renovate,fueloil,356,4,771,1,771,1,0,1
house,house,365000,for sale,9200,usa hyper equipped,2021,as new,None,None,3,261,0,None,1,0,None
house,house,365000,for sale,9200,usa hyper equipped,2021,as new,None,None,3,261,0,None,1,0,None
house,house,275000,for sale,9402,usa hyper equipped,1910,None,gas,213,2,500,0,None,1,0,1
house,farmhouse,470000,for sale,2322,None,2001,None,None,395,3,18161,0,None,0,0,1
house,house,200000,for sale,2500,None,1976,to be done up,None,409,3,151,1,None,1,0,1
house,house,35000,for sale,4020,None,None,to renovate,gas,379,1,80,0,None,0,0,None
house,house,35000,for sale,4020,None,None,to renovate,gas,379,1,80,0,None,0,0,None
house,house,219000,for sale,7711,installed,None,good,gas,219,3,275,1,200,1,0,None
house,house,219000,for sale,7711,installed,None,good,gas,219,3,275,1,200,1,0,None
house,country cottage,262000,for sale,7340,installed,1988,good,electric,669,3,962,0,None,0,0,1
house,house,75000,for sale,9160,None,1904,to renovate,None,911,2,160,0,None,0,0,None
house,villa,890000,for sale,9420,installed,None,None,fueloil,341,3,718,0,None,0,0,3
house,mansion,1550000,for sale,9300,installed,None,good,gas,429,3,590,0,None,0,0,1
house,manor house,695000,for sale,9420,installed,None,good,fueloil,252,3,1298,0,None,0,0,None
house,house,97200,for sale,8400,None,1930,to renovate,gas,451,4,188,1,None,0,0,None
house,house,349000,for sale,2950,installed,None,as new,gas,None,3,132,0,53,1,0,None
house,apartment block,499000,for sale,1800,None,1964,good,gas,260,4,257,0,None,0,0,None
house,apartment block,499000,for sale,1800,None,1964,good,gas,260,4,257,0,None,0,0,None
house,country cottage,535000,for sale,7911,installed,1910,good,fueloil,194,3,750,0,None,1,0,1
house,house,315000,for sale,1650,semi equipped,None,to renovate,gas,607,4,157,0,40,1,0,1
house,house,240000,for sale,4000,installed,None,good,None,503,2,0,0,75,1,0,None
house,villa,3950000,for sale,2930,None,1910,None,gas,205,5,50000,0,None,0,0,3
house,apartment block,450000,for sale,9000,installed,None,to renovate,None,335,3,85,1,None,1,0,None
house,apartment block,450000,for sale,9000,installed,None,to renovate,None,335,3,85,1,None,1,0,None
house,apartment block,790000,for sale,1180,installed,1976,None,gas,None,5,325,0,175,0,0,2
house,house,130000,for sale,7380,None,None,to be done up,gas,558,3,540,0,None,0,0,None
house,house,85000,for sale,7390,None,None,to be done up,None,380,2,130,0,None,0,0,None
house,house,135000,for sale,7971,None,None,to be done up,None,648,2,411,0,None,0,0,None
house,apartment block,245000,for sale,7321,None,None,None,fueloil,658,2,0,0,None,1,0,1
house,apartment block,245000,for sale,7321,None,None,None,fueloil,658,2,0,0,None,1,0,1
house,house,329000,for sale,4577,None,None,None,None,None,4,1817,0,None,1,0,None
house,house,245000,for sale,8370,installed,None,good,gas,339,3,154,0,None,0,0,None
house,house,179500,for sale,7332,None,2018,None,electric,None,3,293,0,93,1,0,1
house,farmhouse,165000,for sale,3540,None,1931,to be done up,None,1004,2,6676,0,None,0,0,1
house,farmhouse,165000,for sale,3540,None,1931,to be done up,None,1004,2,6676,0,None,0,0,1
house,house,275000,for sale,8650,semi equipped,None,to be done up,gas,534,1,3014,1,None,0,0,None
house,house,429000,for sale,9140,installed,2022,as new,None,None,4,407,0,None,0,0,None
house,house,149000,for sale,6060,semi equipped,None,good,None,483,4,440,1,367,1,0,None
house,house,149000,for sale,6060,semi equipped,None,good,None,483,4,440,1,367,1,0,None
house,house,230000,for sale,8650,semi equipped,None,to be done up,None,878,1,1200,1,None,0,0,None
house,house,229000,for sale,2880,semi equipped,1948,to renovate,gas,485,3,240,0,None,1,0,None
house,apartment block,2400000,for sale,1040,installed,None,good,gas,389,7,190,0,50,1,0,None
house,house,187000,for sale,4790,None,None,to be done up,fueloil,574,4,1153,1,None,0,0,1
house,house,197000,for sale,4760,None,None,None,fueloil,411,3,746,1,None,0,0,1
house,house,219000,for sale,4790,None,None,to be done up,None,None,0,377,0,209,0,0,None
house,house,247000,for sale,4760,None,None,None,fueloil,411,3,1526,1,None,0,0,1
house,house,297000,for sale,4760,not installed,1920,good,fueloil,384,7,598,1,None,0,0,1
house,house,375000,for sale,4790,None,1844,good,fueloil,427,9,947,1,None,1,0,None
house,house,330000,for sale,8310,None,2017,just renovated,gas,117,3,567,1,None,1,0,None
house,house,330000,for sale,8310,None,2017,just renovated,gas,117,3,567,1,None,1,0,None
house,house,235000,for sale,6200,installed,None,None,None,305,5,404,0,None,1,0,None
house,house,199500,for sale,7080,installed,None,good,pellet,571,3,220,0,120,1,0,1
house,house,245000,for sale,5002,semi equipped,None,None,gas,418,3,140,0,None,1,0,None
house,country cottage,665000,for sale,7866,installed,None,to be done up,fueloil,513,5,6570,0,None,1,0,2
house,house,279000,for sale,9570,installed,None,to be done up,electric,888,4,1475,1,None,1,0,1
house,house,349000,for sale,8400,installed,2002,good,None,83,3,128,0,50,0,0,1
house,house,239000,for sale,5060,semi equipped,None,good,fueloil,633,3,352,0,140,1,1,2
house,house,239000,for sale,5060,semi equipped,None,good,fueloil,633,3,352,0,140,1,1,2
house,house,249500,for sale,7012,usa installed,None,good,fueloil,288,4,290,0,230,0,0,1
